Name,Isin,YahooTicker,Market,Net_Income_2021,FCF_2021,Op_Margin_2021,ROE_2021,Debt_Equity_2021,PER_2021,ROIC_2021,Net_Margin_2021,EPS_2021,Perf_2021,Price_per_share_2021,Net_Income_2022,FCF_2022,Op_Margin_2022,ROE_2022,Debt_Equity_2022,PER_2022,ROIC_2022,Net_Margin_2022,EPS_2022,Perf_2022,Price_per_share_2022,Net_Income_2023,FCF_2023,Op_Margin_2023,ROE_2023,Debt_Equity_2023,PER_2023,ROIC_2023,Net_Margin_2023,EPS_2023,Perf_2023,Price_per_share_2023,Net_Income_2024,FCF_2024,Op_Margin_2024,ROE_2024,Debt_Equity_2024,PER_2024,ROIC_2024,Net_Margin_2024,EPS_2024,Perf_2024,Price_per_share_2024,Price_per_share_2025
AKWEL,FR0000053027,AKW.PA,Euronext Paris,51151000.0,56814000.0,0.08,0.09,0.12,11.73,0.08461451273,0.05545220579,1.9,0.004639528687,19.33275,11080000.0,8526000.0,0.04,0.02,0.09,39.7,0.03249844866,0.01118694722,0.41,-0.2138259581,15.70975,35722000.0,6369000.0,0.06,0.06,0.08,10.49,0.05838772924,0.03350629568,1.34,-0.07582353303,14.79525,24190000.0,49628000.0,0.04,0.04,0.03,12.49,0.04153184471,0.02445632943,0.91,-0.4907164165,7.8415,8.02
AKZO NOBEL,NL0013267909,AKZA.AS,Euronext Amsterdam,829000000.0,317000000.0,0.12,0.15,0.65,19.28,0.1056392107,0.08647126317,4.46,0.09155110239,84.27,352000000.0,-29000000.0,0.07,0.08,1.36,32.68,0.04598135196,0.03245436105,2.01,-0.3424611198,57.949749999999995,442000000.0,840000000.0,0.1,0.1,1.29,25.43,0.06333395679,0.04143232096,2.58,0.2008086088,69.24525,542000000.0,367000000.0,0.09,0.12,1.17,18.64,0.07525640867,0.05060218467,3.16,-0.1886558815,55.6925,56.589999999999996
ALA,IT0005446700,ALA.MI,Euronext Growth Milan,6048802.0,6068201.0,0.09,0.11,0.6,13.77,0.08512436153,0.04659290963,0.669856,0.1224490339,9.74975,7692270.0,14973015.0,0.1,0.13,0.96,12.88,0.08408262471,0.04912875648,0.851857,0.1545232901,10.809249999999999,9830245.0,3417747.0,0.1,0.15,0.97,11.43,0.1083816555,0.04278690668,1.085271,0.3743123921,14.073,16879945.0,-9847107.0,0.11,0.22,1.03,10.67,0.1419231162,0.05825594945,1.871539,0.6666969945,23.25525,36.0
ALAN ALLMAN,FR0000062465,AAA.PA,Euronext Paris,6434000.0,15963000.0,0.07,0.18,2.9,44.5,0.05785275823,0.03637823412,0.15,7.733333441,12.252249999999998,9428000.0,18043000.0,0.06,0.2,3.49,58.33,0.05867513175,0.02940103346,0.21,-0.3990218972,9.126750000000001,5722000.0,25245000.0,0.06,0.09,3.04,79.93,0.04501678897,0.01565089907,0.13,0.2611177351,9.9345,-12209000.0,18055000.0,0.0,-0.23,3.54,-28.13,0.009341385787,-0.03261508378,-0.27,-0.521028412,4.045,3.3325
Alcon,CH0432492467,ALC.SW,Euronext Global Equity Market,376000000.0,165000000.0,0.07,0.02,0.23,89.61,0.02074424895,0.04535037993,0.76,0.3845368014,77.86,335000000.0,472000000.0,0.08,0.02,0.26,98.17,0.01776494524,0.03843065275,0.68,-0.2045863864,62.69375,974000000.0,537000000.0,0.11,0.05,0.25,34.56,0.03020352621,0.1030142782,1.96,0.02220342941,64.767,1018000000.0,1407000000.0,0.14,0.05,0.24,37.43,0.04480825574,0.102714156,2.05,0.200950771,75.96825,63.824999999999996
ALERION,IT0004720733,ARN.MI,Euronext Milan,48738000.0,41710000.0,0.51,0.21,2.67,15.8,0.08467958596,0.3280871345,0.9,1.347025528,25.514499999999998,71040000.0,128478000.0,0.69,0.24,2.3,22.37,0.1480854579,0.2697981072,1.32,0.1185650826,30.11625,66820000.0,3153000.0,0.57,0.21,2.74,21.0,0.07668814475,0.4076353853,1.24,-0.1404232224,24.832250000000002,95786000.0,-40760000.0,0.89,0.26,3.04,9.73,0.08956176498,0.6533209653,1.79,-0.3700967936,16.17225,18.175
Alfa Laval,SE0000695876,ALFA.ST,Euronext Global Equity Market,4759000000.0,4035000000.0,0.15,0.15,0.34,25.27,0.1228193468,0.1163256826,11.38,0.6216019296,329.67975,4503000000.0,1438000000.0,0.12,0.13,0.51,25.05,0.09445969631,0.08637191906,10.89,-0.1617074925,286.829,6330000000.0,6729000000.0,0.14,0.17,0.44,23.09,0.1333781607,0.09953143181,15.31,0.34724557,381.67575,7391000000.0,8823000000.0,0.16,0.18,0.32,24.35,0.1486399615,0.1103908712,17.88,0.1926244326,465.49325,458.1
ALFEN,NL0012817175,ALFEN.AS,Euronext Amsterdam,21450000.0,-1144000.0,0.11,0.22,0.19,81.86,0.2310054843,0.08591030884,0.99,0.02735737407,84.425,53047000.0,-20596000.0,0.16,0.35,0.12,37.91,0.357426611,0.1205953496,2.43,-0.0140515756,86.745,29684000.0,-29062000.0,0.08,0.17,0.32,44.89,0.1736694761,0.05884113646,1.36,-0.2993956516,55.2375,-27014000.0,31254000.0,-0.06,-0.18,0.33,-23.38,-0.1428328664,-0.05539708352,-1.24,-0.7903450765,11.9375,10.3075
ALFIO BARDOLLA,IT0005244030,ABTG.MI,Euronext Growth Milan,584097.0,-1812014.0,0.11,0.12,0.26,24.24,0.1392523466,0.04121055662,0.114629,1.597427077,3.4490000000000003,-649072.0,1572769.0,0.01,-0.16,0.3,-19.99,-0.07591968767,-0.04100797412,-0.127696,-0.4524536512,2.01025,496140.0,1399991.0,0.1,0.1,0.19,22.25,0.09170536534,0.02546705121,0.094757,0.2451923874,2.49225,464994.0,214529.0,0.05,0.1,0.1,27.98,0.05773156638,0.02028067154,0.090917,0.01428697563,2.5100000000000002,1.7275
Allegion plc,IE00BFRT3W74,ALLE,Euronext Global Equity Market,483000000.0,443200000.0,0.18,0.64,1.9,23.04,0.2405964373,0.1684452814,5.34,0.1696558729,122.7435,458000000.0,395500000.0,0.18,0.49,2.22,19.75,0.1732072823,0.1399798282,5.19,-0.1733545697,101.7355,540400000.0,516400000.0,0.2,0.41,1.53,17.45,0.1866455055,0.1480223513,6.12,0.1954480401,117.41799999999999,597500000.0,582900000.0,0.21,0.4,1.33,18.95,0.1956213345,0.1583956312,6.82,0.0671116141,134.57375,161.485
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG.AS,Euronext Amsterdam,107735000.0,294036000.0,0.03,0.05,0.73,88.62,0.01511209889,0.04030880658,0.1712,0.2489890198,16.38775,49183000.0,-347209000.0,0.04,0.02,0.75,107.93,0.01285836911,0.01793682887,0.0793,-0.6275684988,6.4792499999999995,85706000.0,563349000.0,0.31,0.04,0.99,42.79,0.0201555573,0.150730031,0.1385,-0.04104471722,6.13275,-168514000.0,626681000.0,0.32,-0.08,1.28,-20.24,-0.007303091055,-0.255911676,-0.2764,-0.215564258,5.1965,7.865
ALMAWAVE,IT0005434615,AIW.MI,Euronext Growth Milan,3461000.0,88000.0,0.14,0.08,0.0,35.91,0.0936533672,0.1052295531,0.130982,0.064693,4.79,4819000.0,3202000.0,0.13,0.08,0.02,26.88,0.08219923035,0.1004314028,0.16,-0.1579999924,4.26875,9290000.0,2548000.0,0.15,0.13,0.05,14.18,0.09512672574,0.1615905098,0.313681,0.007299204865,4.035,8593000.0,-3274000.0,0.04,0.11,0.03,13.84,0.0288179777,0.1752135881,0.29,-0.304347776,2.65,4.29
ALMUNDA PRO NV,NL0010696704,AMUND.AS,Euronext Amsterdam,1276000.0,1263000.0,0.11,0.22,0.07,9.05,0.2249934006,0.09439964489,0.11,0.1978136193,0.98825,-99000.0,3688000.0,0.14,-0.01,1.27,-108.24,0.04979464072,-0.003770135953,-0.01,0.1466668237,1.0965,397000.0,4450000.0,0.07,0.03,1.1,56.98,0.05654286578,0.01441068641,0.02,0.07276821701,1.1545,-361000.0,2932000.0,0.05,-0.03,1.06,-57.32,0.04269909671,-0.01242941744,-0.02,-0.07165719662,1.1035,1.0325
ALPES (COMPAGNIE),FR0000053324,CDA.PA,Euronext Paris,-121670000.0,-68730000.0,-1.04,-0.14,1.2,-3.19,-0.06767698141,-0.5057508532,-3.71,0.02176038208,11.18075,114400000.0,167218000.0,0.15,0.12,0.87,5.24,0.07717113628,0.1193485489,2.26,0.03304593025,11.84925,90371000.0,13602000.0,0.12,0.09,1.0,6.72,0.06573171754,0.08029673121,1.78,0.02312207127,12.37575,92444000.0,70999000.0,0.12,0.09,1.45,7.21,0.06051077045,0.07459781542,1.82,0.1365725389,13.9405,23.6875
ALTAREA,FR0000033219,ALTA.PA,Trading After Hours,211600000.0,196800000.0,0.09,0.09,1.59,10.52,0.05648586143,0.0709376781,11.49,0.286850056,118.31049999999999,326800000.0,187400000.0,0.09,0.14,1.18,6.69,0.09251840307,0.1104501825,16.21,-0.1952546739,101.765,-472900000.0,317500000.0,-0.06,-0.27,1.53,-3.68,-0.1052686859,-0.1784326303,-22.572969,-0.3319573005,64.83324999999999,6100000.0,400400000.0,0.08,0.0,1.62,294.7,0.02985352244,0.002251088641,0.28,0.2719682325,87.99549999999999,105.14999999999999
ALTAREIT,FR0000039216,AREIT.PA,Euronext Paris,72200000.0,51500000.0,0.05,0.07,1.65,14.42,0.0420346022,0.0258799914,41.32,0.3477366255,648.75,74400000.0,-16600000.0,0.04,0.07,1.19,15.1,0.04651872358,0.02750055445,42.57,-0.03846153846,627.5,-325600000.0,112600000.0,-0.14,-0.42,1.37,-2.94,-0.1829412083,-0.1348966317,-186.21,-0.28,447.5,-61000000.0,256300000.0,0.01,-0.09,1.56,-13.19,-0.01189573174,-0.02497645662,-34.86,0.04444444444,470.0,522.5
ALTEN,FR0000071946,ATE.PA,Trading After Hours,207837000.0,215055000.0,0.1,0.15,0.13,18.48,0.1481848477,0.07105101225,6.03,0.7240400548,144.25925,457567000.0,215058000.0,0.1,0.25,0.13,9.01,0.2514323754,0.1209502789,13.21,-0.2508213342,112.98725,233205000.0,220188000.0,0.09,0.11,0.13,19.41,0.1191480541,0.05731546695,6.74,0.156786016,128.42025,186419000.0,412794000.0,0.09,0.08,0.17,20.06,0.08420774383,0.04499302124,5.32,-0.4000522291,76.86125,70.92500000000001
ALTHEORA,FR0000061244,ALORA.PA,Euronext Growth Paris,-228000.0,-3766000.0,-0.01,-0.03,1.11,-63.83,-0.03469021331,-0.007131462888,-0.029,-0.1183879157,1.77,-1692000.0,-3543000.0,-0.04,-0.12,1.31,-7.76,-0.05392122042,-0.04829456258,-0.209,-0.4083332859,1.0724999999999998,-2015000.0,84000.0,-0.02,-0.17,1.26,-4.85,-0.05225818164,-0.04874803435,-0.15,-0.484651167,0.5605,-1740000.0,-253000.0,-0.02,-0.17,1.31,-3.51,-0.05611091063,-0.04703974047,-0.129,-0.3568965402,0.371,0.38525
ALTRI SGPS,PTALT0AE0002,ALTR.LS,Euronext Lisbon,134673293.0,195986989.0,0.2,0.25,1.22,4.44,0.1187590501,0.1715108527,0.62,0.1832115557,2.7305,152534849.0,131491580.0,0.23,0.25,1.06,1.78,0.1383542422,0.1450086071,2.08,0.2479283163,3.73125,42786141.0,43771225.0,0.07,0.11,1.71,18.18,0.0665417745,0.0568641784,0.208646,0.1168391195,4.251,107204025.0,230664461.0,0.19,0.24,1.28,8.95,0.13533846,0.1279439457,0.522591,0.1949585114,4.9665,4.449999999999999
AMA CORPORATION,GB00BNKGZC51,ALAMA.PA,Euronext Growth Paris,-9878000.0,-10758000.0,-1.45,-0.36,0.17,-9.92,-0.2428361007,-1.502814544,-0.5,-0.697272719,2.13075,-21384000.0,-13004000.0,-2.89,-3.77,0.79,-1.06,-1.70293345,-4.991596639,-1.08,-0.8282828281,0.401,-8038000.0,-5845000.0,-2.69,-1.41,0.69,-1.26,-0.6994777608,-2.667772984,-0.22,-0.4261838392,0.20775,-7343000.0,-6390000.0,-2.72,-2.93,1.61,-0.98,-1.161872048,-2.950180796,-0.2,-0.2093023304,0.16125,0.16975
AMADEUS FIRE,DE0005093108,AAD.DE,Trading After Hours,34048000.0,68433000.0,0.16,0.23,0.83,22.27,0.1929358385,0.09143544627,5.95,0.5715816092,149.027,38394000.0,76987000.0,0.16,0.23,0.42,16.11,0.2581766002,0.09431746718,6.71,-0.3468030135,101.256,40439000.0,74421000.0,0.15,0.27,0.48,14.9,0.30380577,0.09141711333,7.12,0.09923287039,110.41275,32633000.0,45244000.0,0.12,0.21,0.46,15.64,0.250696922,0.07469112349,6.01,-0.3463330632,73.70400000000001,43.2375
AMADEUS IT GROUP,ES0109067019,AMS.MC,EuroTLX,-142400000.0,176100000.0,-0.03,-0.04,1.33,-171.46,-0.008651282689,-0.05333333333,-0.32,0.02721324927,54.98225,664400000.0,874100000.0,0.21,0.14,0.96,36.12,0.08344253017,0.1481085178,1.45,-0.2046198209,47.5535,1117600000.0,1194400000.0,0.26,0.25,0.74,24.3,0.1572910045,0.2053958686,2.43,0.3306498522,62.639250000000004,1253000000.0,1357900000.0,0.27,0.25,0.67,21.98,0.1623365029,0.204015175,2.79,0.07749135254,67.12575,62.53
AMG,NL0000888691,AMG.AS,Trading After Hours,13771000.0,-71452000.0,0.05,0.05,2.85,60.14,0.0297448328,0.0114313843,0.44,0.1011476378,24.85075,187589000.0,-6949000.0,0.15,0.38,1.49,5.07,0.1814726788,0.1141903877,5.73,0.2424763297,33.518,101320000.0,69623000.0,0.14,0.18,1.28,10.38,0.1005356585,0.06231775041,3.12,-0.3360476924,21.71,-33351000.0,-70148000.0,0.03,-0.07,1.61,-16.93,0.02643549317,-0.02316273294,-1.03,-0.3879494029,13.963000000000001,26.834999999999997
AMPLIFON,IT0004056880,AMP.MI,Trading After Hours,157785000.0,348967000.0,0.13,0.17,1.74,54.06,0.08838133509,0.08099534156,0.69409,0.4065472577,42.934749999999994,178525000.0,342988000.0,0.13,0.17,1.45,39.01,0.09704417169,0.0842446367,0.78699,-0.398619312,26.54875,155139000.0,271890000.0,0.11,0.14,1.38,42.57,0.08862365303,0.06864302389,0.687227,0.1659116259,29.973,145374000.0,304737000.0,0.11,0.13,1.5,45.18,0.0798816157,0.06034016522,0.645188,-0.1980313407,24.43475,13.686250000000001
ams-OSRAM,AT0000A3EPA4,AMS.SW,Euronext Global Equity Market,-31000000.0,482000000.0,0.01,-0.01,1.08,-153.35,0.02129865986,-0.006153235411,-0.64469,-0.1710789482,89.18875,-444000000.0,62000000.0,0.01,-0.16,1.07,-3.17,-0.02171403197,-0.09213529778,-17.0,-0.6094879971,36.6105,-1613000000.0,-556000000.0,-0.04,-0.85,1.4,-0.61,-0.2446063805,-0.4493036212,-52.0,-0.4577017091,21.32,-786000000.0,-67000000.0,0.01,-0.64,2.19,-1.53,-0.09625668449,-0.2292882147,-7.94,-0.7032000065,6.368499999999999,7.7787500000000005
AMUNDI,FR0004125920,AMUN.PA,Trading After Hours,1369450000.0,1907775000.0,0.26,0.13,0.23,8.19,0.1104376129,0.2364955996,6.75,0.1083443756,54.528999999999996,1073716000.0,-233982000.0,0.22,0.1,0.18,8.43,0.0876143332,0.1828477193,5.28,-0.2071316807,44.0445,1164884000.0,1490022000.0,0.21,0.1,0.19,8.56,0.09346093108,0.2073457546,5.7,0.2219391939,53.86225,1305122000.0,1521686000.0,0.21,0.11,0.2,9.4,0.1024601226,0.2107482203,6.37,0.106415994,60.681000000000004,68.3
ANDRITZ,AT0000730007,ANDR.VI,Euronext Global Equity Market,325500000.0,419300000.0,0.07,0.21,0.87,11.51,0.1294478905,0.05036360823,3.27,0.2579755271,38.125,409600000.0,555800000.0,0.07,0.22,0.7,9.52,0.1456362436,0.05430272176,4.13,0.2265033366,47.6115,510200000.0,204200000.0,0.08,0.23,0.52,9.25,0.1738327108,0.05891454965,5.13,0.07882265752,49.749750000000006,496500000.0,457000000.0,0.08,0.22,0.36,10.74,0.1857976615,0.05972070197,4.99,-0.06961812958,46.798500000000004,63.9375
ANGLOGOLD ASHANTI,GB00BRXH2664,AU,Euronext Global Equity Market,614000000.0,240000000.0,0.2,0.15,0.52,12.19,0.1195351793,0.1523951353,1.48,-0.1558756191,17.975,233000000.0,776000000.0,0.19,0.06,0.54,22.7,0.05410471904,0.05176627416,0.71,-0.007822851444,17.46875,-235000000.0,-71000000.0,0.13,-0.06,0.65,-34.03,0.02693404934,-0.05128764732,-0.56,-0.06249343562,16.95225,1004000000.0,878000000.0,0.27,0.15,0.32,9.91,0.133087625,0.1733126187,2.33,0.2963222065,23.0925,84.3125
ANIMA HOLDING,IT0004998065,ANIM.MI,Euronext Milan,238656000.0,410619000.0,0.3,0.16,0.41,4.83,0.122222565,0.1948080253,0.680414,0.2026228913,3.4292499999999997,120801000.0,79750000.0,0.24,0.09,0.42,8.44,0.06545507595,0.118979425,0.364,-0.1190120456,3.01975,148879000.0,-128066000.0,0.25,0.1,0.42,7.14,0.07860499498,0.1487152645,0.454914,0.1289268642,3.51175,227922000.0,279574000.0,0.27,0.14,0.37,6.47,0.1060447816,0.1764565161,0.696438,0.7590414578,6.09,6.04875
ANTIN INFRA PARTN,FR0014005AL0,ANTIN.PA,Trading After Hours,32351000.0,66824000.0,0.28,0.07,0.08,133.93,0.07671422786,0.1791197657,0.2,0.1386137949,28.2175,-16797000.0,88495000.0,0.04,-0.04,0.12,-208.58,0.01363915742,-0.07843421089,-0.1,-0.4149407002,17.205750000000002,74764000.0,120534000.0,0.35,0.15,0.12,30.72,0.1540234676,0.2643070266,0.42,-0.3008072486,11.30925,132059000.0,119996000.0,0.54,0.26,0.15,15.13,0.2670846645,0.4147972485,0.74,-0.1123478584,10.452,10.29
Aon PLC,IE00BLP1HW54,AON,Euronext Global Equity Market,1255000000.0,2045000000.0,0.17,1.18,9.82,45.13,0.1459975983,0.1029279095,5.55,0.4810085572,286.22625,2589000000.0,3023000000.0,0.28,-4.89,-22.07,23.15,0.2916113304,0.2074685472,12.14,0.03124069898,294.76075000000003,2564000000.0,3183000000.0,0.29,-3.1,-14.57,25.23,0.292044086,0.1916866029,12.51,-0.0207049913,299.9595,2654000000.0,2817000000.0,0.27,0.43,2.92,25.81,0.1443190708,0.1690661231,12.49,0.2574695331,362.322,350.7375
APERAM,LU0569974404,APAM.AS,"Euronext Amsterdam, Brussels, Paris",968000000.0,398000000.0,0.2,0.33,0.34,2.75,0.2550953085,0.1897295178,12.16,0.4144764328,34.94025,625000000.0,346000000.0,0.11,0.18,0.27,3.28,0.1529346854,0.07663070132,8.29,-0.3569915969,23.82075,203000000.0,170000000.0,0.01,0.06,0.27,9.22,0.02806361085,0.03079490291,2.79,0.1567230531,28.147,231000000.0,114000000.0,0.02,0.07,0.23,7.58,0.02336157488,0.03693045564,3.17,-0.1541505638,24.267,33.53
AQUA BIO TECHNO,NO0010307135,ABTEC.OL,Euronext Expand Oslo,-19112764.0,-24836996.0,-11.59,-1.02,0.38,-14.04,-0.683616938,-12.25410479,-0.987464,1.200000127,13.47775,-18735578.0,-15448936.0,-2.95,-10.07,9.09,-10.16,-0.9293079566,-2.670121161,-0.907669,-0.4435114612,7.0120000000000005,-21023849.0,-20681418.0,-1.59,-0.25,0.61,-6.61,-0.1039944608,-1.142245462,-0.69,-0.5372125337,3.10675,-337350681.0,-47928538.0,-1.15,4.13,-2.51,-0.75,-5.046275543,-3.165927814,-4.96,-0.3771023148,2.065,0.5055
ARCADIS,NL0006237562,ARCAD.AS,Trading After Hours,167883000.0,294679000.0,0.07,0.16,0.51,18.0,0.1438657106,0.04969178502,1.87,0.5596846009,37.6835,131520000.0,243886000.0,0.06,0.13,1.29,23.16,0.07643897799,0.03264386246,1.47,-0.107101296,35.35175,160000000.0,268000000.0,0.06,0.15,1.09,21.85,0.1070327926,0.03198081151,1.78,0.3352220053,46.02575,243000000.0,305000000.0,0.08,0.2,0.91,21.47,0.138531406,0.04864864865,2.7,0.2285760269,59.1015,36.505
ARCELORMITTAL,LU1598757687,MT.AS,EuroTLX,14956000000.0,6897000000.0,0.22,0.3,0.17,1.73,0.2803128838,0.1953219887,13.49,0.4410514124,25.792,9302000000.0,6735000000.0,0.13,0.18,0.22,2.36,0.1549560079,0.1165021792,10.18,-0.1283191618,23.498,919000000.0,3032000000.0,0.03,0.02,0.2,21.83,0.0252290608,0.01346027096,1.09,0.03348629085,24.158,1339000000.0,447000000.0,0.05,0.03,0.23,13.25,0.0429901928,0.02144424337,1.69,-0.1129159463,22.67875,37.6425
ARCHOS,FR001400KO61,ALJXR.PA,Euronext Growth Paris,-8582000.0,-5382000.0,-0.27,1.24,-1.13,-26.04,-7.969418052,-0.5566943435,-1823.643123,-0.9913544669,1400.0,-1208000.0,-5059000.0,-0.18,0.26,-1.55,-19.41,0.3240342666,-0.08451689638,-17.841309,-0.987833333,17.06,-2610000.0,-4349000.0,-0.07,0.6,-2.66,-3.37,0.3960013828,-0.1319447955,-2.0938,-0.9597406356,0.83925,774000.0,1030000.0,0.03,-0.87,-9.03,9.45,0.2346269855,0.0246724682,0.013333,-0.7888888972,0.11325,0.19025000000000003
ARCTIC BIOSCIENCE,NO0010859580,ABS.OL,Euronext Growth Oslo,-42579684.0,-75996465.0,-1.89,-0.13,0.0,-11.89,-0.09843245219,-1.979066545,-1.75,-0.3527273005,17.7625,-34024364.0,-83960777.0,-1.09,-0.12,0.0,-10.84,-0.08848625086,-0.992776247,-1.39,-0.3440800255,13.125,-45514667.0,-65073152.0,-1.44,-0.18,0.02,-5.7,-0.1274058755,-1.348582047,-1.79,-0.1063829787,9.2,-47932964.0,-96170031.0,-1.1,-0.23,0.16,-4.79,-0.1387281365,-1.102322401,-1.89,-0.8336363597,1.9900000000000002,3.6125
ARCTICZYMES TECHNO,NO0010014632,AZT.OL,Oslo Børs,46380000.0,63372000.0,0.46,0.19,0.07,91.92,0.1916589659,0.3624286942,0.93,0.3623188406,89.6875,32860000.0,45936000.0,0.27,0.12,0.05,116.96,0.1172747005,0.2399047974,0.65,-0.2109030934,73.11250000000001,19425000.0,5211000.0,0.13,0.06,0.04,99.29,0.06406409837,0.1633190123,0.38,-0.4277929274,40.6875,8470000.0,-7863000.0,-0.01,0.03,0.02,140.1,0.02698039319,0.08116758663,0.17,-0.6879532128,13.520000000000001,21.474999999999998
ARCURE,FR0013398997,ALCUR.PA,Euronext Growth Paris,-2233412.0,-3559168.0,-0.21,-0.63,1.55,-8.12,-0.2375988139,-0.2140344882,-0.45,-0.06940879488,3.6275000000000004,55361.0,-1901663.0,0.0,0.01,1.75,303.63,0.02110511317,0.004247184105,0.01,-0.4005449586,2.10625,1801000.0,-40000.0,0.1,0.26,1.14,9.9,0.09118775259,0.0989614814,0.25,0.1034482829,2.37,1747000.0,-1465000.0,0.06,0.21,1.05,21.68,0.05342890925,0.09340248075,0.24,0.6285714359,4.455,2.7875
ARENDALS FOSSEKOMP,NO0003572802,AFK.OL,Oslo Børs,106709000.0,604372000.0,0.1,0.03,0.33,137.56,0.06771673596,0.02542882198,1.95,1.78844726,381.40950000000004,5744000.0,64960000.0,0.1,0.0,0.45,3001.78,0.08346485874,0.001257296104,0.1,-0.4507151737,247.10500000000002,32590000.0,-1046721000.0,0.12,0.01,0.98,302.92,0.07155064622,0.008391151776,0.59,-0.3452007481,156.7595,2237579000.0,266463000.0,0.09,0.43,0.36,3.89,0.04270703925,0.5180554771,40.76,-0.1187350057,140.32,134.5
ARGAN,FR0010481960,ARG.PA,Euronext Paris,668113000.0,159465000.0,0.79,0.31,1.04,2.84,0.1708511013,3.59846714,29.58,0.383354574,97.82175,95090000.0,129349000.0,0.76,0.04,0.92,20.33,0.03053792251,0.4804490726,4.14,-0.3483691399,66.31400000000001,-263449000.0,184713000.0,0.78,-0.14,1.06,-5.76,-0.05949948587,-1.193281003,-11.44,0.1484332992,74.91975000000001,245696000.0,173518000.0,0.78,0.11,0.84,7.28,0.07439345331,1.028132885,9.681717,-0.2530004244,58.003,63.875
ARGENX SE,NL0010832176,ARGX.BR,Euronext Brussels,-408265000.0,-728246000.0,-0.72,-0.16,0.0,-32.38,-0.1179790145,-0.8210011724,-7.99,0.2964637819,291.275,-709594000.0,-966630000.0,-1.76,-0.25,0.0,-24.93,-0.2514342496,-1.727573732,-13.05,0.1330513816,359.675,-295053000.0,-464139000.0,-0.34,-0.07,0.0,-77.11,-0.07179415063,-0.2406011175,-5.16,-0.02442489621,382.075,833040000.0,-151048000.0,-0.01,0.15,0.01,33.72,0.01195518674,0.3803434432,12.78,0.7391304348,595.3,760.6000000000001
ARISTON HOLDING,NL0015000N33,ARIS.MI,Euronext Milan,136500000.0,112600000.0,0.09,0.16,0.56,20.35,0.1049168045,0.06868270102,0.46,-0.01073168068,9.308250000000001,140300000.0,52300000.0,0.08,0.14,0.92,19.87,0.07711936983,0.0589793173,0.42,-0.03967126987,8.83175,191200000.0,144900000.0,0.09,0.13,0.68,15.14,0.08648084312,0.06184099877,0.51625,-0.3405002037,5.7555000000000005,2500000.0,190700000.0,0.03,0.0,0.64,657.18,0.01757587399,0.000949631543,0.006793,-0.4224595046,3.5627500000000003,4.384499999999999
ARKEMA,FR0010313833,AKE.PA,EuroTLX,1309000000.0,152000000.0,0.12,0.21,0.44,5.33,0.1511983606,0.1375144448,17.04,0.3368200416,103.458,965000000.0,766000000.0,0.12,0.13,0.45,6.73,0.0967087974,0.08354978355,12.75,-0.312116469,74.32050000000001,418000000.0,593000000.0,0.09,0.06,0.59,15.26,0.03932914275,0.04393525331,5.36,0.2224907632,90.33725000000001,354000000.0,360000000.0,0.08,0.05,0.61,18.19,0.03231002823,0.0370913663,4.49,-0.255974625,69.55725000000001,52.1
