Name,ISIN,Sector,Market,Currency,Industry
MANDATUM OYJ,FI4000552526,Financial Services,Euronext Global Equity Market,EUR,Financial Conglomerates
MANITOU BF,FR0000038606,Industrials,Euronext Paris,EUR,Farm & Heavy Construction Machinery
MAPFRE,ES0124244E34,Financial Services,Trading After Hours,EUR,Insurance - Diversified
MAPS,IT0005364333,Technology,Euronext Growth Milan,EUR,Software - Application
MAQ ADMON. URBANAS,ES0105447009,,Euronext Access Paris,EUR,
MARE ENGINEERING,IT0005588626,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
MARE NOSTRUM,FR0013400835,Industrials,Euronext Growth Paris,EUR,Staffing & Employment Services
MARKBASS,IT0005670960,Consumer Cyclical,Euronext Growth Milan,EUR,Leisure
MARR,IT0003428445,Consumer Defensive,Euronext Milan,EUR,Food Distribution
MARTIFER,PTMFR0AM0003,Industrials,Euronext Lisbon,EUR,Engineering & Construction
MARZOCCHI POMPE,IT0004376858,Industrials,Euronext Growth Milan,EUR,Specialty Industrial Machinery
MASI AGRICOLA,IT0004125677,Consumer Defensive,Euronext Growth Milan,EUR,Beverages - Wineries & Distilleries
MASTRAD,FR0004155687,Consumer Defensive,Euronext Growth Paris,EUR,Household & Personal Products
MASTRAD BS29,FR0013472446,,Euronext Growth Paris,EUR,
MATERIALISE,BE0974501331,Technology,Euronext Brussels,EUR,Software - Application
MATICA FINTEC,IT0005388449,Technology,Euronext Growth Milan,EUR,Computer Hardware
MATVAREEXPRESSEN,NO0013008664,Consumer Cyclical,Euronext Growth Oslo,NOK,Internet Retail
MAUNA KEA BSA,FR00140140W9,,Euronext Growth Paris,EUR,
MAUNA KEA TECH,FR0010609263,Healthcare,Euronext Growth Paris,EUR,Medical Devices
MAURAGE,BE0011844108,,Euronext Expert Market,EUR,
MAUREL ET PROM,FR0000051070,Energy,Euronext Paris,EUR,Oil & Gas E&P
Mayr Melnhof K,AT0000938204,Consumer Cyclical,Euronext Global Equity Market,EUR,Packaging & Containers
MAZARO,BE0974404361,Consumer Cyclical,Euronext Access Brussels,EUR,Auto Parts
MBWS,FR0000060873,Consumer Defensive,Euronext Paris,EUR,Beverages - Wineries & Distilleries
MBZ (Gen-Jce),BE0010342609,,Euronext Expert Market,EUR,
MCPHY ENERGY,FR0011742329,,Euronext Growth Paris,EUR,
MECHELEN,BE0101614551,,Euronext Expert Market,EUR,
MEDIA 6,FR0000064404,Industrials,Euronext Paris,EUR,Business Equipment & Supplies
MEDIA CAPITAL,PTGMC0AM0003,Communication Services,Euronext Lisbon,EUR,Entertainment
MEDIA LAB,IT0005324105,Healthcare,Euronext Access Paris,EUR,Health Information Services
MEDIAN TECH BSA,FR0014011D04,,Euronext Growth Paris,EUR,
MEDIANTECHNOLOGIES,FR0011049824,,Euronext Growth Paris,EUR,
MEDINCELL,FR0004065605,,Euronext Paris,EUR,
MEDIOBANCA,IT0000062957,Financial Services,Trading After Hours,EUR,Banks - Regional
MEDISTIM,NO0010159684,Healthcare,Oslo Børs,NOK,Medical Devices
MEDTRONIC,IE00BTN1Y115,Healthcare,Trading After Hours,EUR,Medical Devices
MEGLIOQUESTO,IT0005450173,,Euronext Growth Milan,EUR,
MELEXIS,BE0165385973,Technology,Euronext Brussels,EUR,Semiconductors
MELHUS SPAREBANK,NO0006001908,Financial Services,Oslo Børs,NOK,Banks - Regional
MEMSCAP REGPT,FR0010298620,Technology,Euronext Paris,EUR,Semiconductor Equipment & Materials
MERCEDES-BENZ G.,DE0007100000,Consumer Cyclical,Trading After Hours,EUR,Auto Manufacturers
MERCIALYS,FR0010241638,Real Estate,Euronext Paris,EUR,REIT - Retail
MERCK,DE0006599905,Healthcare,Trading After Hours,EUR,Drug Manufacturers - Specialty & Generic
MERIDIA RE IV,ES0105559001,,Euronext Access Paris,EUR,
MERLIN PROPERTIES,ES0105025003,Real Estate,Euronext Lisbon,EUR,REIT - Office
MERSEN,FR0000039620,Industrials,Trading After Hours,EUR,Electrical Equipment & Parts
MESSER BELGIUM,BE0003222214,,Euronext Expert Market,EUR,
MET.EXTRA GROUP,IT0005481855,Financial Services,Euronext Milan,EUR,Asset Management
METALEN GALLER,BE0038785821,,Euronext Expert Market,EUR,
METAVISIO,FR00140066X4,Technology,Euronext Growth Paris,EUR,Computer Hardware
METHANOR,FR0011217710,Utilities,Euronext Growth Paris,EUR,Utilities - Diversified
METRICS IN BALANCE,BE0974328602,,Euronext Access Paris,EUR,
METRIKS AI,IT0005651481,Technology,Euronext Growth Milan,EUR,Software - Application
METROPOLE TV,FR0000053225,Communication Services,Euronext Paris,EUR,Broadcasting
Metsa Board Oyj B,FI0009000665,,Euronext Global Equity Market,EUR,
Metso Oyj,FI0009014575,Industrials,Euronext Global Equity Market,EUR,Farm & Heavy Construction Machinery
MEVIM,IT0005586950,Real Estate,Euronext Growth Milan,EUR,Real Estate Services
MEXEDIA,IT0005450819,Communication Services,Euronext Growth Paris,EUR,Telecom Services
MFE A,NL0015001OI1,Communication Services,Trading After Hours,EUR,Broadcasting
MFE B,NL0015001OJ9,Communication Services,Euronext Milan,EUR,Broadcasting
MG INTERNATIONAL,FR0010204453,Industrials,Euronext Growth Paris,EUR,Security & Protection Services
MGI DIGITAL GRAPHI,FR0010353888,Technology,Euronext Growth Paris,EUR,Computer Hardware
MICHELIN,FR001400AJ45,,Euronext Paris,EUR,
MICS PARTNERS,BE0010610377,,Euronext Expert Market,EUR,
MIGUET ET ASSOCIES,FR0010500363,Financial Services,Euronext Access Paris,EUR,Financial Data & Stock Exchanges
MIKO,BE0003731453,Consumer Defensive,Euronext Brussels,EUR,Packaged Foods
MILIBOO,FR0013053535,Consumer Cyclical,Euronext Growth Paris,EUR,"Furnishings, Fixtures & Appliances"
MINCON GROUP PLC,IE00BD64C665,Industrials,Euronext Growth Dublin,EUR,Tools & Accessories
MINT,FR0004172450,Utilities,Euronext Growth Paris,EUR,Utilities - Renewable
MISITANO STRACUZZI,IT0005603078,Consumer Defensive,Euronext Growth Milan,EUR,Packaged Foods
MIT SIM,IT0005427510,Financial Services,Euronext Growth Milan,EUR,Asset Management
MKB Nedsense,NL0009312842,Technology,Euronext Amsterdam,EUR,Software - Application
MOLTIPLY GROUP,IT0004195308,Financial Services,Euronext Milan,EUR,Credit Services
MON COURTIER ENERG,FR001400H3A0,Industrials,Euronext Growth Paris,EUR,Specialty Business Services
MONCEY (FIN.) NOM.,FR001400SU99,Financial Services,Euronext Paris,EUR,Asset Management
MONCLER,IT0004965148,Consumer Cyclical,Euronext Milan,EUR,Apparel Manufacturing
MONDADORI EDIT,IT0001469383,Communication Services,Euronext Milan,EUR,Publishing
MONDO TV,IT0001447785,Communication Services,Euronext Milan,EUR,Entertainment
MONDO TV FRANCE,FR0014011ND8,Communication Services,Euronext Growth Milan,EUR,Entertainment
MONNALISA,IT0005338139,Consumer Cyclical,Euronext Growth Milan,EUR,Apparel Manufacturing
MONTEA,BE0003853703,Real Estate,"Euronext Brussels, Paris",EUR,REIT - Industrial
MONTEPINO LOGISTIC,ES0105549002,Real Estate,Euronext Access Paris,EUR,REIT - Industrial
MONUMENTAL RES,PTMNN0AE0006,,Euronext Access Lisbon,EUR,
MOPOLI,NL0000488153,Financial Services,Euronext Brussels,EUR,Asset Management
MOPOLI FOND,NL0000488161,Financial Services,Euronext Brussels,EUR,Asset Management
MOREFIELD GROUP,CWN814651014,Industrials,Euronext Amsterdam,EUR,Staffing & Employment Services
MORELD,NO0013325506,Energy,Oslo Børs,NOK,Oil & Gas Equipment & Services
MORROW BANK,NO0010694029,,Oslo Børs,NOK,
MOTA ENGIL,PTMEN0AE0005,Industrials,Trading After Hours,EUR,Engineering & Construction
MOTORK,GB00BMXH3352,Technology,Euronext Amsterdam,EUR,Software - Application
MOULINVEST,FR0011033083,Basic Materials,Euronext Growth Paris,EUR,Lumber & Wood Production
MOURY CONSTRUCT,BE0003602134,Industrials,Euronext Brussels,EUR,Engineering & Construction
MOWI,NO0003054108,Consumer Defensive,Oslo Børs,NOK,Farm Products
MPC CONTAINER SHIP,NO0010791353,Industrials,Oslo Børs,NOK,Marine Shipping
MPC ENERGY SOLUTIO,NL0015268814,,Euronext Growth Oslo,NOK,
MR BRICOLAGE,FR0004034320,Consumer Cyclical,Euronext Growth Paris,EUR,Home Improvement Retail
MTU AERO ENGINES,DE000A0D9PT0,Industrials,EuroTLX,EUR,Aerospace & Defense
MULTICONSULT,NO0010734338,Industrials,Oslo Børs,NOK,Engineering & Construction
MUNIC,FR0013462231,Technology,Euronext Growth Paris,EUR,Software - Infrastructure
MUNICH RE,DE0008430026,Financial Services,Trading After Hours,EUR,Insurance - Reinsurance
Munters Group,SE0009806607,,Euronext Global Equity Market,EUR,
MUTTER VENTURES,ES0105697009,,Euronext Access Paris,EUR,
Mycronic,SE0025158629,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
MYHOTELMATCH,FR001400IE67,Consumer Cyclical,Euronext Paris,EUR,Travel Services
MÅSØVAL,NO0010974983,,Euronext Growth Oslo,NOK,
NACON,FR0013482791,,Euronext Paris,EUR,
NAI ORD SHARES,NL0015000CG2,Real Estate,Euronext Amsterdam,EUR,Real Estate Services
NAI TREAS SHARES,NL0015000CF4,,Euronext Amsterdam,EUR,
NAI WARRANTS,NL0015000CH0,,Euronext Amsterdam,EUR,
NAMR,FR0014003J32,,Euronext Growth Paris,EUR,
NANOBIOTIX,FR0011341205,Healthcare,Euronext Paris,EUR,Biotechnology
NAPATECH,DK0060520450,Technology,Oslo Børs,NOK,Communication Equipment
NATURGY ENERGY GR,ES0116870314,Utilities,Trading After Hours,EUR,Utilities - Regulated Gas
NAVAMEDIC,NO0010205966,Healthcare,Oslo Børs,NOK,Medical Distribution
NEDAP,NL0000371243,Technology,Euronext Amsterdam,EUR,Information Technology Services
NEKKAR,NO0003049405,Industrials,Oslo Børs,NOK,Specialty Industrial Machinery
NEL,NO0010081235,Industrials,Oslo Børs,NOK,Specialty Industrial Machinery
NEMETSCHEK,DE0006452907,Technology,Trading After Hours,EUR,Software - Application
NEODECORTECH,IT0005275778,Basic Materials,Euronext Milan,EUR,Paper & Paper Products
NEOLIFE,FR0011636083,Consumer Cyclical,Euronext Growth Paris,EUR,"Furnishings, Fixtures & Appliances"
NEOSPERIENCE,IT0005497018,,Euronext Growth Milan,EUR,
NEOVACS,FR0014010856,Healthcare,Euronext Growth Paris,EUR,Biotechnology
NEPI ROCKCASTLE,NL0015000RT3,Real Estate,Euronext Amsterdam,EUR,Real Estate - Diversified
NESTE,FI0009013296,Energy,EuroTLX,EUR,Oil & Gas Refining & Marketing
Nestle,CH0038863350,Consumer Defensive,Euronext Global Equity Market,EUR,Packaged Foods
NETGEM,FR0004154060,Technology,Euronext Growth Paris,EUR,Communication Equipment
NETMEDIA GROUP,FR001400RF99,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
NETWEEK,IT0005545675,Communication Services,Euronext Milan,EUR,Advertising Agencies
NEUFCOUR-FIN.,BE0003680916,Real Estate,Euronext Access Brussels,EUR,Real Estate Services
NEURONES,FR0004050250,Technology,Euronext Paris,EUR,Information Technology Services
NEW SOURCES ENERGY,NL0009822014,Utilities,Euronext Amsterdam,EUR,Utilities - Renewable
NEWPRINCES,IT0005385213,Consumer Defensive,Euronext Milan,EUR,Packaged Foods
NEWTREE,BE0003832491,Consumer Defensive,Euronext Access Brussels,EUR,Confectioners
NEXANS,FR0000044448,Industrials,Trading After Hours,EUR,Electrical Equipment & Parts
NEXI,IT0005366767,Technology,Euronext Milan,EUR,Software - Infrastructure
NEXITY,FR0010112524,Real Estate,Trading After Hours,EUR,Real Estate - Diversified
NEXT BIOMETRICS GP,NO0010629108,,Oslo Børs,NOK,
NEXT GEOSOLUTIONS,IT0005594418,Energy,Euronext Growth Milan,EUR,Oil & Gas Equipment & Services
NEXT RE,IT0005330516,Real Estate,Euronext Milan,EUR,REIT - Retail
NEXTEDIA,FR0004171346,,Euronext Growth Paris,EUR,
NEXTENSA,BE0003770840,Real Estate,Euronext Brussels,EUR,REIT - Diversified
NFL BIOSCIENCES,FR0014003XT0,,Euronext Growth Paris,EUR,
Nibe Industrier,SE0015988019,Industrials,Euronext Global Equity Market,EUR,Building Products & Equipment
NICOX,FR0013018124,Healthcare,Euronext Growth Paris,EUR,Biotechnology
NICOX BSA,FR001400QEQ3,,Euronext Growth Paris,EUR,
NIDAROS SPAREBANK,NO0010733082,Financial Services,Euronext Growth Oslo,NOK,Banks - Regional
NMC,BE0035966762,,Euronext Expert Market,EUR,
NN GROUP,NL0010773842,Financial Services,EuroTLX,EUR,Insurance - Diversified
NOKIA,FI0009000681,Technology,Euronext Paris,EUR,Communication Equipment
NOKIAN RENKAAT,FI0009005318,Consumer Cyclical,Trading After Hours,EUR,Auto Parts
NORAM DRILLING,NO0010360019,Energy,Euronext Growth Oslo,NOK,Oil & Gas Equipment & Services
NORBIT,NO0010856511,Technology,Oslo Børs,NOK,Scientific & Technical Instruments
NORCOD,NO0010892912,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
NORCONSULT,NO0013052209,Industrials,Oslo Børs,NOK,Engineering & Construction
NORDEA BANK,FI4000297767,Financial Services,Euronext Global Equity Market,EUR,Banks - Regional
NORDEX,DE000A0D6554,Industrials,Trading After Hours,EUR,Specialty Industrial Machinery
NORDHEALTH A-AKSJE,NO0011002651,,Euronext Growth Oslo,NOK,
NORDIC AQUA PART,NO0012928805,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
NORDIC FINANCIALS,NO0013683409,Utilities,Euronext Expand Oslo,NOK,Utilities - Renewable
NORDIC HALIBUT,NO0003058109,Consumer Defensive,Euronext Growth Oslo,NOK,Farm Products
NORDIC MINING,NO0013162693,Basic Materials,Oslo Børs,NOK,Other Industrial Metals & Mining
NORDIC SEMICONDUC,NO0003055501,Technology,Oslo Børs,NOK,Semiconductors
NORDIC TECHNOLOGY,NO0011018434,Technology,Euronext Growth Oslo,NOK,Scientific & Technical Instruments
Nordnet publ,SE0015192067,Financial Services,Euronext Global Equity Market,EUR,Capital Markets
NORSE ATLANTIC,NO0012885252,Industrials,Euronext Expand Oslo,NOK,Airlines
NORSK HYDRO,NO0005052605,Basic Materials,Oslo Børs,NOK,Aluminum
NORSK TITANIUM,NO0010969108,,Euronext Growth Oslo,NOK,
NORSKE SKOG,NO0010861115,,Oslo Børs,NOK,
NORTEM BIOGROUP,ES0105719001,,Euronext Access Paris,EUR,
North Atlantic En.,FR0000120669,Energy,Euronext Paris,EUR,Oil & Gas Refining & Marketing
NORTH ENERGY,NO0010550056,Financial Services,Euronext Expand Oslo,NOK,Asset Management
NORTHERN DATA,DE000A0SMU87,,Trading After Hours,EUR,
NORWEGIAN AIR SHUT,NO0010196140,Industrials,Oslo Børs,NOK,Airlines
NORWEGIAN BLOCK EX,NO0010984966,Financial Services,Euronext Growth Oslo,NOK,Capital Markets
"NOS, SGPS",PTZON0AM0006,Communication Services,Trading After Hours,EUR,Telecom Services
NOTORIOUS PICTURES,IT0005025355,Communication Services,Euronext Growth Milan,EUR,Entertainment
"NOVABASE,SGPS",PTNBA0AM0006,Technology,Euronext Lisbon,EUR,Information Technology Services
NOVACYT,FR0010397232,Healthcare,Euronext Growth Paris,EUR,Medical Devices
NOVAMARINE,IT0005605701,Consumer Cyclical,Euronext Growth Milan,EUR,Recreational Vehicles
Novartis,CH0012005267,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - General
NOVATECH IND.,FR0000185464,Technology,Euronext Access Paris,EUR,Electronic Components
NR21,FR0014001PV6,Consumer Cyclical,Euronext Paris,EUR,Apparel Retail
NRC GROUP,NO0003679102,,Oslo Børs,NOK,
NRJ GROUP,FR0000121691,Communication Services,Euronext Paris,EUR,Broadcasting
NSC GROUPE,FR0000064529,Industrials,Euronext Growth Paris,EUR,Specialty Industrial Machinery
NSE,FR0004065639,Technology,Euronext Growth Paris,EUR,Scientific & Technical Instruments
NSI N.V.,NL0012365084,Real Estate,Euronext Amsterdam,EUR,REIT - Office
NUSCO,IT0005453110,Industrials,Euronext Growth Milan,EUR,Building Products & Equipment
NX FILTRATION,NL0015000D50,,Euronext Amsterdam,EUR,
NXP SEMICONDUCTORS,NL0009538784,Technology,Trading After Hours,EUR,Semiconductors
NYKODE THERAPEUTIC,NO0010714785,Healthcare,Oslo Børs,NOK,Biotechnology
NYRSTAR,BE0974294267,Basic Materials,Euronext Brussels,EUR,Other Industrial Metals & Mining
NYXOAH,BE0974358906,Healthcare,Euronext Brussels,EUR,Medical Instruments & Supplies
OBIZ,FR0014003711,Communication Services,Euronext Growth Paris,EUR,Advertising Agencies
OBSERVE MEDICAL,NO0013457952,Healthcare,Euronext Expand Oslo,NOK,Medical Devices
OCEAN GEOLOOP,NO0010914641,Industrials,Euronext Growth Oslo,NOK,Pollution & Treatment Controls
OCEAN SUN,NO0010887565,Utilities,Euronext Growth Oslo,NOK,Utilities - Renewable
OCI,NL0010558797,Basic Materials,Trading After Hours,EUR,Specialty Chemicals
OCTOPUS BIOSAFETY,FR0013310281,Technology,Euronext Access Paris,EUR,Computer Hardware
ODFJELL SER. A,NO0003399909,Industrials,Oslo Børs,NOK,Marine Shipping
ODFJELL SER. B,NO0003399917,Industrials,Oslo Børs,NOK,Marine Shipping
ODIOT S.A.,FR0014010DV3,,Euronext Access Paris,EUR,
ODYSSEE TECHNO,FR001400U4P9,Industrials,Euronext Growth Paris,EUR,Aerospace & Defense
OENEO,FR0000052680,Consumer Defensive,Euronext Paris,EUR,Beverages - Wineries & Distilleries
Oesterreichische,AT0000APOST4,Industrials,Euronext Global Equity Market,EUR,Integrated Freight & Logistics
OFFICINA STELLARE,IT0005374035,Industrials,Euronext Growth Milan,EUR,Aerospace & Defense
OK PROPERTIES,ES0105698007,,Euronext Access Paris,EUR,
OKEA,NO0010816895,Energy,Oslo Børs,NOK,Oil & Gas E&P
OLAV THON EIENDOMS,NO0005638858,Real Estate,Oslo Børs,NOK,Real Estate Services
OLD ENGLAND,BE0034169251,,Euronext Expert Market,EUR,
OLIDATA,IT0005634610,Technology,Euronext Milan,EUR,Computer Hardware
OLIMPO REAL ESTATE,PTOTP0AM0004,,Euronext Access Lisbon,EUR,
OMDA,NO0010894512,Healthcare,Euronext Growth Oslo,NOK,Health Information Services
OMER,IT0005453748,Industrials,Euronext Growth Milan,EUR,Tools & Accessories
OMER-DECUGIS & CIE,FR0014003T71,Consumer Defensive,Euronext Growth Paris,EUR,Food Distribution
OMV,AT0000743059,Energy,EuroTLX,EUR,Oil & Gas Integrated
ON HOLDING CLAS A,CH1134540470,Consumer Cyclical,Euronext Global Equity Market,EUR,Footwear & Accessories
ONCODESIGN PM,FR001400CM63,Healthcare,Euronext Growth Paris,EUR,Biotechnology
ONCOINVENT,NO0013251173,Healthcare,Oslo Børs,NOK,Biotechnology
ONE EXP BSA 2025 2,FR00140126G1,,Euronext Growth Paris,EUR,
ONE EXPERIENCE,FR0013266772,Financial Services,Euronext Growth Paris,EUR,Capital Markets
ONLINEFORMAPRO,FR0004174712,Consumer Defensive,Euronext Access Paris,EUR,Education & Training Services
ONTEX GROUP,BE0974276082,Consumer Defensive,Euronext Brussels,EUR,Household & Personal Products
ONWARD MEDICAL,NL0015000HT4,Healthcare,"Euronext Brussels, Amsterdam, Paris",EUR,Biotechnology
OPMOBILITY,FR0000124570,Consumer Cyclical,Euronext Paris,EUR,Auto Parts
OPS ECOM,IT0005122400,Consumer Cyclical,Euronext Milan,EUR,Internet Retail
OPS ITALIA,IT0005577868,,Euronext Milan,EUR,
OPTIMCO,BE0942448938,,Euronext Expert Market,EUR,
ORANGE,FR0000133308,Communication Services,Euronext Paris,EUR,Telecom Services
ORANGE BELGIUM,BE0003735496,Communication Services,Euronext Brussels,EUR,Telecom Services
ORBIS PROPERTIES,ES0105490009,,Euronext Access Paris,EUR,
ORDISSIMO,FR0013318052,Technology,Euronext Growth Paris,EUR,Computer Hardware
OREGE,FR0010609206,Industrials,Euronext Paris,EUR,Waste Management
ORIGIN ENT. PLC,IE00B1WV4493,Basic Materials,Euronext Growth Dublin,EUR,Agricultural Inputs
ORINOQUIA,ES0105534004,,Euronext Access Paris,EUR,
ORION CLASS B,FI0009014377,Healthcare,Euronext Global Equity Market,EUR,Drug Manufacturers - General
ORKLA,NO0003733800,Consumer Defensive,Oslo Børs,NOK,Packaged Foods
ORSERO,IT0005138703,Consumer Defensive,Euronext Milan,EUR,Food Distribution
OSAI AUTOM SYSTEM,IT0005424830,,Euronext Growth Milan,EUR,
OSE IMMUNO,FR0012127173,Healthcare,Euronext Paris,EUR,Biotechnology
OSMOSUN,FR001400IUV6,Industrials,Euronext Growth Paris,EUR,Pollution & Treatment Controls
OTELLO CORPORATION,NO0010040611,Communication Services,Oslo Børs,NOK,Advertising Agencies
OTOFARMA,IT0005663361,Healthcare,Euronext Growth Milan,EUR,Medical Devices
OTOVO,NO0010809783,,Oslo Børs,NOK,
Outokumpu Oyj,FI0009002422,Basic Materials,Euronext Global Equity Market,EUR,Steel
OVH,FR0014005HJ9,Technology,Trading After Hours,EUR,Software - Infrastructure
OVS,IT0005043507,Consumer Cyclical,Euronext Milan,EUR,Apparel Manufacturing
OXURION,BE0974487192,Healthcare,Euronext Brussels,EUR,Biotechnology
OZ GROUP,BE0003860773,,Euronext Expert Market,EUR,
PACTE NOVATION,FR0000077992,Technology,Euronext Access Paris,EUR,Software - Application
PALINGEO,IT0005575730,Industrials,Euronext Growth Milan,EUR,Engineering & Construction
PANORO ENERGY,NO0010564701,,Oslo Børs,NOK,
PANTECH,BE0157892739,,Euronext Expert Market,EUR,
PARAGON,DE0005558696,Consumer Cyclical,Trading After Hours,EUR,Auto Parts
PAREF,FR0010263202,Real Estate,Euronext Paris,EUR,REIT - Diversified
PARETO BANK,NO0010397581,Financial Services,Oslo Børs,NOK,Banks - Regional
PARROT,FR0004038263,Technology,Euronext Paris,EUR,Communication Equipment
Partners Group Hol,CH0024608827,Financial Services,Euronext Global Equity Market,EUR,Asset Management
PARX MATERIALS NV,NL0012650535,Basic Materials,Euronext Access Paris,EUR,Specialty Chemicals
PASQUARELLI AUTO,IT0005546319,Consumer Cyclical,Euronext Growth Milan,EUR,Auto & Truck Dealerships
PASSAT,FR0000038465,Consumer Cyclical,Euronext Growth Paris,EUR,Specialty Retail
PATRIMOINE ET COMM,FR0011027135,Real Estate,Euronext Paris,EUR,REIT - Retail
PATTERN,IT0005378143,Consumer Cyclical,Euronext Growth Milan,EUR,Apparel Manufacturing
PAULIC MEUNERIE,FR0013479730,Consumer Defensive,Euronext Growth Paris,EUR,Packaged Foods
PB FINANCE,BE0003640514,,Euronext Expert Market,EUR,
PB HOLDING,NL0000336303,Industrials,Euronext Amsterdam,EUR,Specialty Business Services
PBB,DE0008019001,Financial Services,EuroTLX,EUR,Mortgage Finance
PCI BIOTECH HOLD,NO0010405640,Healthcare,Oslo Børs,NOK,Biotechnology
PELTZER,BE0126745638,,Euronext Expert Market,EUR,
Pentair PLC,IE00BLS09M33,Industrials,Euronext Global Equity Market,EUR,Specialty Industrial Machinery
PERM. TSB GP. HOLD,IE00BWB8X525,Financial Services,Euronext Dublin,EUR,Banks - Regional
PERNOD RICARD,FR0000120693,Consumer Defensive,EuroTLX,EUR,Beverages - Wineries & Distilleries
PERRIER (GERARD),FR0000061459,Industrials,Euronext Paris,EUR,Electrical Equipment & Parts
PERSEIDA RENTA,ES0105612008,,Euronext Access Paris,EUR,
PET SERVICE,NL0015001HZ9,Consumer Cyclical,Euronext Growth Paris,EUR,Internet Retail
PETRONOR E&P,NO0012942525,Energy,Oslo Børs,NOK,Oil & Gas E&P
PEUGEOT INVEST,FR0000064784,Financial Services,Euronext Paris,EUR,Asset Management
PEXIP HOLDING,NO0010840507,Technology,Oslo Børs,NOK,Software - Application
PFEIFFER VACUUM,DE0006916604,Industrials,Trading After Hours,EUR,Specialty Industrial Machinery
PHARMANUTRA,IT0005274094,Healthcare,Euronext Milan,EUR,Drug Manufacturers - Specialty & Generic
PHARMING GROUP,NL0010391025,Healthcare,Euronext Amsterdam,EUR,Biotechnology
PHAROL,PTPTC0AM0009,Communication Services,Euronext Lisbon,EUR,Telecom Services
PHILIPS,NL0000009538,Healthcare,Euronext Global Equity Market,EUR,Medical Devices
PHILIPS BUY BACK,NL0000009322,,Euronext Amsterdam,EUR,
PHILOGEN,IT0005373789,,Euronext Milan,EUR,
PHONE WEB,FR0000185480,Industrials,Euronext Access Paris,EUR,Specialty Business Services
PHOTOCURE,NO0010000045,Healthcare,Oslo Børs,NOK,Drug Manufacturers - Specialty & Generic
PHOTONIKE CAPITAL,BE0948608451,Financial Services,Euronext Access Paris,EUR,Capital Markets
PIAGGIO,IT0003073266,Consumer Cyclical,Euronext Milan,EUR,Auto Manufacturers
PIERRE VAC BSA ACT,FR001400B4H9,,Euronext Paris,EUR,
PIERRE VAC BSA CRE,FR001400B4G1,,Euronext Paris,EUR,
PIERRE VACANCES,FR0000073041,Consumer Cyclical,Euronext Paris,EUR,Lodging
PILGRIM'S PRIDE CO,US72147K1088,Consumer Defensive,Euronext Global Equity Market,EUR,Packaged Foods
PININFARINA SPA,IT0003056386,Consumer Cyclical,Euronext Milan,EUR,Auto Manufacturers
PIONEER PROPERTY,NO0010735681,Real Estate,Euronext Expand Oslo,NOK,Real Estate Services
PIQUADRO,IT0004240443,Consumer Cyclical,Euronext Milan,EUR,Footwear & Accessories
PIRELLI & C,IT0005278236,Consumer Cyclical,Euronext Milan,EUR,Auto Parts
PISCINES DESJOYAUX,FR0000061608,Consumer Cyclical,Euronext Growth Paris,EUR,Leisure
Piu' Medical,IT0005676140,Healthcare,Euronext Growth Milan,EUR,Pharmaceutical Retailers
PLACOPLATRE,FR0000030769,Industrials,Euronext Access Paris,EUR,Building Products & Equipment
PLANETEL,IT0005430951,Communication Services,Euronext Growth Milan,EUR,Telecom Services
PLANISWARE,FR001400PFU4,Technology,Euronext Paris,EUR,Software - Application
PLANT ADVANCED,FR0010785790,Healthcare,Euronext Growth Paris,EUR,Biotechnology
PLANT ADVANCED BS,FR0011844067,,Euronext Growth Paris,EUR,
PLAST.VAL LOIRE,FR0013252186,Consumer Cyclical,Euronext Paris,EUR,Auto Parts
PLC,IT0005339160,Industrials,Euronext Milan,EUR,Engineering & Construction
PLUXEE,NL0015001W49,Industrials,Euronext Paris,EUR,Specialty Business Services
PNE,DE000A0JBPG2,Utilities,EuroTLX,EUR,Utilities - Renewable
POLARIS MEDIA,NO0010466022,Communication Services,Oslo Børs,NOK,Publishing
POLIGHT,NO0012535832,Technology,Oslo Børs,NOK,Electronic Components
POLIGRAF PRINTING,IT0004587470,Communication Services,Euronext Growth Milan,EUR,Publishing
PORCELEYNE FLES,NL0000378669,Consumer Defensive,Euronext Amsterdam,EUR,Household & Personal Products
PORSCHE AG PREF,DE000PAG9113,Consumer Cyclical,Trading After Hours,EUR,Auto Manufacturers
PORSCHE AUTOMOBIL,DE000PAH0038,Consumer Cyclical,Trading After Hours,EUR,Auto Manufacturers
PORTO AVIATION,IT0005545238,Industrials,Euronext Growth Milan,EUR,Aerospace & Defense
PORTOBELLO,IT0005337495,Communication Services,Euronext Growth Milan,EUR,Advertising Agencies
POSTE ITALIANE,IT0003796171,Industrials,Trading After Hours,EUR,Conglomerates
POSTNL,NL0009739416,Industrials,Euronext Amsterdam,EUR,Integrated Freight & Logistics
POUJOULAT,FR0000066441,Industrials,Euronext Growth Paris,EUR,Building Products & Equipment
POULAILLON,FR0013015583,Consumer Defensive,Euronext Growth Paris,EUR,Packaged Foods
POWERSOFT,IT0005353815,Technology,Euronext Growth Milan,EUR,Consumer Electronics
POXEL,FR0012432516,Healthcare,Euronext Paris,EUR,Biotechnology
